ID,Text,Valence,Arousal,Dominance,Category
188,"Zitten 2 kalkoenen in een microgolf. Zegt de ene ""amaai tis hier warm"". Waarop de andere ""😲aaachh😲een sprekende kalkoen"" #teamflauwemopjes",0.48709829,0.68426857,0.452756393,joy
189,Ben zeer benieuwd of er bij dit idee ook weer zo goed geluisterd zal gaan worden naar bewoners/direct betrokkenen🙁hopelijk geen Rietvelden2 @LINK,0.075868692,0.3342806,0.073113564,fear
190,De BergVoordeelWeken😁Deze week onze heerlijk ambachtelijke slagroomschnitt in de aanbieding😋#smullen #totzo #bakkerijvdberg @LINK,0.476498575,0.454677493,0.454663253,neutral
191,@USER @USER Idd☺️dat was zo mijn leven,0.554997601,0.197039988,0.281517129,joy
192,Bruh sommige mensen zijn next-level savage wllh😂is wel erg vr da meisje tbh,0.473557783,0.729894603,0.750191021,sadness
193,@USER Oooookeeeee...klinkt dramatisch🙄op een bank slapen dan🙈,0.38159597,0.622241396,0.392421605,joy
194,Goedemorgen! Wij beginnen de dag goed😀Wij hebben weer zoveels moois van Moulin Roty binnen gekregen 😍Ook de grote... @LINK,0.620598273,0.450418498,0.546051116,joy
195,@USER Kom op niet zo lui😉lekker even uitwaaien op de fiets en dan lekker even een ijsje halen. #frisseluchthebjenodig,0.590188264,0.478148055,0.838943169,joy
196,@USER Super😊Slaap lekker voor straks!💫💫,0.686053257,0.526208171,0.432084475,joy
197,@USER L😂L,0.628194802,0.9528823,0.695785917,joy
198,@LINK zijn 50 miljoen moslims bereid geweld te gebruikenStem 💟💖PVV💗💕15 Maar,0.174009659,0.656957461,0.763828738,anger
199,@USER de grootste dan😉en dan keer 2 (Vier dagen mee bezig geweest!),0.505541881,0.263086631,0.420718755,neutral
200,@USER Het lijkt weer een rariteitenkabinet😂EN DAT MIS IK NOU ALLEMAAL!,0.381276247,0.855977533,0.395932315,sadness
201,Ik heb zelfs geen zin om het beschaafd te houden! Kiezige rotzakken😡de democratie is nu wel heel ver te zoeken @LINK,0.06189574,0.845699805,0.952542702,anger
202,@USER  volgens mij is je video verwijderd😅ik zie m nergens staan,0.455103697,0.324006654,0.360190985,neutral
203,@USER Ook lekker😍maar het wordt nu marsala kip😊,0.8370095,0.49862796,0.460705387,joy
204,Haar ogen lachen niet🤔Dat zie je....#Ervaring #Jinek,0.298961134,0.315611509,0.309237924,neutral
205,#AskNeil @USER nils ik was 4 februari jarig en je hebt me niet eens geleficiteerd🤔10,0.276267434,0.380701128,0.298659352,sadness
206,@USER @USER Mensen zullen nooit zo juichen voor NL als voor hun club. Dat weet Sjoerd toch ook🤔Bij de dames zat nog 'erger' publiek maar dat was te gek.,0.389112342,0.235132908,0.571451916,sadness
207,Bella italia😎ons verblijf voor de komende weken  cagliari Sardinië #labellavita @LINK,0.743934825,0.516443914,0.679221882,joy
208,@USER H😖eb er een maar met een open schijf,0.259075858,0.419674919,0.406832303,sadness
209,@USER @USER Potver😂wat zijn vrouwen toch slim🙂,0.636032367,0.737637964,0.638892848,joy
210,@USER Ja maar het gaat zo warm zijn! Ik wil daar niet als een non zitten🙄Ik heb van iemand gehoord dat Velaers daar zelf in een t-shirt zat,0.40630976,0.650702174,0.281527318,fear
211,ok sorry mel😉ik bedoelde dat meisje dat niet helemaal spoort. mr wist je het nou al of niet? — nee @LINK,0.377749905,0.250373801,0.370438402,neutral
212,@USER goedemorgen😃Kan het kloppen dat er momenteel een storing is? Ik zie op mijn scherm 'geen service'?,0.42731844,0.366767761,0.276816178,neutral
213,@USER Vind ik ook!Mensen je bent gewaarschuwd!Kopen &amp; niet zeiken achteraf!of het niet doen🤣sommigen klagen over van alles.zwaar leven heb je dan😁,0.352252479,0.853287103,0.835274759,anger
214,@USER Mooie invulling😂enjoy😊,0.725064859,0.506011194,0.437489229,joy
215,Toch fijn opstaan als je zin hebt😊Mijn vakantie is nu echt begonnen 👍😁 @LINK,0.76665779,0.521483902,0.608739776,joy
216,VANAVOND is het zover een mooie😍dame krijgt voor haar verjaardag 22 schone mooie mannen voor een GANGBANG #ErotheekHengelo KOM je ook #geil @LINK,0.514347151,0.429964063,0.535335762,neutral
217,@USER help! Brief gehad 'oeps u bent vergeten porto te plakken' als ik inlog is de geadresseerde - mn eigen adres🙄1/2,0.263468016,0.394226051,0.1569857,fear
218,Heel de avond al alle liedjes aan het oefenen zodat ik volop mee kan zingen😂Morgen is me stem weg @USER @USER @USER 😂,0.786998177,0.592088695,0.541232514,joy
219,@USER @USER Word met mij moeilijk...douche me 3 x per dag...Steef maar 1x per week😂Grapjeeee😊,0.633327969,0.801758522,0.814617642,joy
220,@USER @USER Waar haalt deze stichting het geld vandaan? Subsidie? T😜ijd om dat eens te onderzoeken.,0.587619971,0.448171198,0.628612749,anger
221,@USER Ach steef😔als jij denkt dat je moet ingrijpen gewoon doen ze is je moeder  ❤,0.077353926,0.251257158,0.074567945,sadness
222,@USER Nee ik lig er ook niet wakker van. Haarlemmer olie🤔Is dat hetzelfde als Oud Annerveense olie 😀,0.505904162,0.238148566,0.786885111,neutral
223,"James schrijft odes😍deze keer aan de fijnste burgervader die ik ""ken"" @LINK",0.946982978,0.555037621,0.674044904,joy
224,Hoor net kans op witte sneeuw😱Thank God er zal gele sneeuw vallen. Ik ben in de war nu,0.287150079,0.475211716,0.488979449,fear
225,@USER Dank u😳goedemorgen😘,0.529627603,0.296860692,0.314562273,neutral
226,Het is nat en koud maar de #lentekriebels zijn aanwezig😀Bloem/ groente/ kruidenbakjes geverfd voor op het #terras. Nu nog de zon! #tuin @LINK,0.866898142,0.445612962,0.631583468,neutral
227,@USER Ik doe da ook😂mo da hadj wel verwacht zeker😂,0.562913093,0.523680619,0.388194524,joy
228,Hard om te zien dat de dood van een jonge man ons doet beseffen dat we zoveel meer van het leven moeten genieten😔RIP Lobanzo💔,0.071818402,0.443863421,0.145019877,sadness
229,@USER @USER @USER relaxen kunnen we ook samen...even t weer in de gaten houden!!!😄trusten😴XXX,0.834503027,0.729439778,0.571464799,neutral
230,@USER je mag wel zwaaien hoor😵goede wedstrijd😉#heepec @LINK,0.534089545,0.391889401,0.306263381,neutral
231,Enne helpen met Turken?? Hoezo?? Omdat DENK de grootste in Adam is?  Zet men wel aan het denken🤔Adam nieuwe TurkenBolwerk @USER,0.254654336,0.836624939,0.705488886,anger
232,@USER mmm laat me zo achter je zitten😍know what To do,0.705909294,0.587203567,0.662425138,love
233,Sommige zaken ook te veel😱helaas #privacyschending #stapelingeigenbijdrage #zorgbureaucratie #pratenover-ipv-met#enz.#enz. @LINK,0.185600914,0.593655333,0.224091657,anger
234,@USER @USER @USER Het is toch ne deca hé...moet nog kunnen slapen sebiet😅Mercikes zelle!!😀,0.516982338,0.797660504,0.517828069,joy
235,krijgen de geiten wat extra's op een feestdag — Geen idee😅ik verzorg de geiten niet @LINK,0.409417693,0.260704562,0.240553511,neutral
236,@USER maar goed dat dat net voor mensen geldt....#APK🤣trusten!!😴,0.622296952,0.561170056,0.560978314,joy
237,Hey Ik weet niet als dit iets is ik heb zelf nog nooit gespeeld maar reviews zijn aardig😊@LINK @USER misschien een demo,0.56867851,0.240607181,0.298441293,joy
238,@USER Helaas wel😔Niet alleen op ras maar vooral veel als vrouw. Daarom ben ik nogal verbitterd over mannen.,0.200215091,0.275720234,0.325984424,sadness
239,Balen van @USER -@USER wat een ellende. Belangrijke kaart niet aangekomen. Na 3 week nog niet ontvangen😡geen vertrouwen meer!,0.127759398,0.739897806,0.79652633,anger
240,@USER Ach ja😳ik moet ook mijn werk in de zorg behouden😖#sarcasme#,0.360484438,0.492319093,0.789731819,anger
241,Straf plaatsen op start grid voor vervanging componenten van de McLaren H😱nda wagens. @LINK,0.514065946,0.371062602,0.474191517,fear
242,#itazwe Als ik de naam Lustig hoor dan denk ik aan Beugelsdijk😉Luuuuustig!!,0.799570565,0.882363226,0.712909367,joy
243,@USER Ik ben voor goed overleg! Hoe ze daar opeens met n mes lopen zwaaien om je toko leeg te halen🤔terwijl dat over 3jr je buurman weer kan zijn,0.346898291,0.399199222,0.554317251,anger
244,@USER @USER @USER @USER Dat geeft een goed gevoel😃trots op ons koningspaar!,0.968888122,0.582081807,0.673398023,joy
245,Enge man! Was paar jaar geleden wel gecharmeerd van #YasserFeras alias #jesseklaver😢Na zijn gespeelde ik... eng heeeeel eng! #Loverboy @LINK,0.156875031,0.738101182,0.16435284,anger
246,@USER ik zag👀 jullie @USER 🎤🎧live n soort première via Radio2Cam🎥app😊ik kan niet wachte tot @USER op tv komt💃👜😘ik ga fietse🚲hi🙋,0.708253975,0.68589912,0.654726405,joy
247,@USER Wie van een uitdaging houd😉woman united!,0.67864592,0.677988872,0.95571523,joy
248,@USER heerlijk weer foto's van jou op een podium te zien!Ik kijk er naar uit om je te zien shinen🤗zo te zien belooft dat veel goeds!X,0.832509956,0.837820787,0.650334306,joy
249,@USER Ik heb alleen maar lippenstift en eyeliner😂Maar thanks I guess,0.521187223,0.541335916,0.441359647,joy
250,@USER Hahaha😄Dat scheelt 😆,0.590391032,0.764876777,0.715169026,joy
251,@LINK wat is het? Wetenschappers weten het nog niet precies.,0.531329886,0.258575912,0.490984895,joy
252,@LINK Authentiq-app werkt met Android en iOS en gebruik je zodra je bij een website wil inloggen,0.448226229,0.072009848,0.385892416,neutral
253,@USER Sodeju wat een mooi uitzicht heb je daar😍Geniet ervan😙,0.804955662,0.646863933,0.490810568,joy
254,@USER Zeker😊Ja daar zal het heel druk zijn😊🏎🏁👍🏻,0.694999557,0.343125063,0.415355959,joy
255,Batterij bijna leeg telefoon ontploft😳mijn hemel wat een reacties ZO LIEF! Sorry dat ik niet persoonlijk kan reageren maar ❤️ vanaf #LL17!,0.893227114,0.958658638,0.579330718,joy
256,@LINK koning van nachtmerrie is niet meer,0.263153875,0.419850841,0.187930718,sadness
257,@USER Hier ook sinds een half uurtje😊weg🌧️☔️en nu☀️🌤️☀️,0.730029162,0.49719269,0.515182314,joy
258,@USER He wat jammer nou😩onverwacht ook.,0.290147827,0.373983352,0.240263635,sadness
259,Vanmorgen vroeg opgestaan en de zon schijnt al lekker volop😄Vandaag er even op uit en genieten van de zon. Fijne dag allemaal,0.818583767,0.57767717,0.523151206,joy
260,NOG 1 DAG... W😍W! Zou dit een geweldige prijs zijn om te verloten? Voor je kind of kleinkind? ❤  Jaaa = volg... @LINK,0.503338465,0.366497437,0.450996607,neutral
261,@USER ik was nog niet klaar😂gemoedelijk lekker eten en wijn drinken❤😍 alweer zin in,0.753433111,0.59510847,0.762425471,joy
262,Echt gebeurd alleen ik rende niet zo hard mn mond klapte open tot op de grond😦wtf.. Na 4 jr😳 @LINK,0.292271204,0.570786804,0.074297338,fear
263,@USER Ik moest hard lachen😁om vijf uur 's morgens,0.845113718,0.656006999,0.485707609,joy
264,ZORG😜dat je op tijd reageerd nieuwe collega👍 @LINK,0.625914385,0.463879134,0.427514336,neutral
265,@USER Hij had in de 10 seconde dat ik even weg was van de deur een briefje achter gelaten😐best knap getimed😂,0.272142408,0.419264896,0.363787051,anger
266,@USER @USER Kunnen er niet bij zijn helaas😬zet hem op toppers dames1,0.439095883,0.506182547,0.502206238,joy
267,Succes topper❤ ben er jammer genoeg niet bij iets te ver😢ik zie jullie 8 juli weer💪 kan niet wachten 🎉 @USER,0.456446369,0.64276935,0.340283386,joy
268,Vroeger olsan ne grote mond en nu ge krupt in mekaar aj mie zie😂ge kunt mie nie mi in de grond duwen gie dien tid i gedoan😼,0.44930825,0.716547126,0.956612465,anger
269,@USER zat ik vanochtend klaar voor de radio en dan dit😜@LINK,0.460159529,0.57160709,0.666268838,joy
270,@USER @USER En😁heb je er al een bestemming voor Jan?😉ik zit vol van ideeën 🤣😁😃moet natuurlijk wel geld opleveren!,0.789200004,0.797522335,0.511395747,neutral
271,@USER @USER @USER @USER @USER Ik ben wel lief🤗tot zaterdag lieverd jen&amp;jen gaan die boys eens ff goed uittesten 😈😈,0.498367868,0.51745435,0.634853397,joy
272,@USER Al jaren😄De best betaalde Charlatan van de politiek. Allemaal  betaald door belastingbetaler en gestuurd door Jan Nagel,0.378779215,0.244070081,0.831754088,anger
273,#24uurdhd wanneer je lagt😂BTW het is gefotoshopt rustaaaggg. dan gaat hij van een ONE naar een Done @LINK,0.551973688,0.885652561,0.796529114,joy
274,@USER wauw jai😱het is echt heel lief dat je dit tweet😍je hebt echt een hart van goud✨net als @USER zelf heeft☺best of all❤,0.838038888,0.773258918,0.482711623,love
275,@USER Whahahaha😂lekker subtiel jij😱😂,0.660205383,0.961934594,0.540353481,joy
276,@USER zeker😆zoals beloofd! Als ik iets beloof kom ik t na 😂,0.574238095,0.670117896,0.793655574,neutral
277,@USER Ja en nee ja beetje zoals rotterdam zou zijn zonder van gent? Nee we zijn een rustig land en bevolking🤔toch?😀,0.361059067,0.228124381,0.383722325,joy
278,@USER ❤je bent echt een Top youtube❤Ok kheb vandaag echt allllllll je videos gekeken😂Maar ja hier ff fototjee😂 @LINK,0.814280437,0.845170682,0.53480343,love
279,Omg de frituutpan staat alweer aan😂zit weer aan de patat😅😅,0.53349033,0.677767515,0.327242239,joy
280,@USER @USER @USER Idd maar geen huis kan zomaar weer wel een nieuwe jas opleveren😉sorry Ebru.,0.459933698,0.216665139,0.52124429,neutral
281,@USER @USER @USER @USER @USER @USER ik ook😭ik wil terug naar gf❤,0.186932237,0.538994214,0.230621623,sadness
282,@USER Heb een iPadligt hij al een jaar of 1.5 in de kast 😂Doe echt alles op m’n telefoon😁Laptop gebruik ik alleen voor foto’s over te zetten🙈,0.568535629,0.584410063,0.523656629,neutral
283,@USER @USER Afschuwelijk😡En het slachtoffer blijft haar leven lang invalide!!,0.062025484,0.820572285,0.776901853,anger
284,Whuttt mijn ouders waren gisteren 22 jaar samen😳da zijn pas goals💪🏼,0.876984706,0.526505365,0.790369159,joy
285,@USER Goedemorgen Eddy een fijne dag vandaag groetjes! Zag dat je nu een goede behandeling krijgt😊beterschap hoor!!! @LINK,0.708124911,0.731229419,0.562384105,love
286,Ok 1:00 uur.Heb ff terug gescrolled op m'n timeline😂Proost,0.711883682,0.634198487,0.523945303,joy
287,@USER Belachelijk anno 2017 en dan zelf niet mogen beslissen wat je wilt eten😢diep triest,0.227630711,0.55184412,0.221645989,anger
288,@USER Echt  helemaal  niks😊Jij?,0.584461519,0.205345962,0.34196067,neutral
289,@USER wat waren jullie 14.07 geweldig! Zoveel lol/humor ik heb genoten. was je maar hier😢was blij dat je ineens was er maar bier zong! Top,0.517558107,0.604348086,0.450381352,joy
290,@USER wauw staat goed je nieuwe kapsel @USER😍verander mijn # I❤ Bram hihi sorry Els😄,0.856214323,0.853719501,0.579528261,joy
291,Papa 'k mis u nog elke dag😔et doe gwn meer pijn als 'k er aan denk. 'k wil zo grg dat je terug komt. Da we kunnen lachen en praten terug😪❤,0.166576453,0.430813355,0.179473526,sadness
292,@USER Huh hoezo wat was er gebeurt dan😉😁bijna vergeten😜op na de volgende mooie race van max💪🏻#keeppushing,0.660389239,0.499571095,0.405769039,joy
293,@USER Ja daarom... had hem eigenlijk vandaag al wel op socialmedia verwacht😅anders vanaf volgende week bij laatste thuiswedstrijd te koop,0.479599847,0.407554426,0.638424497,neutral
294,@USER Gaat het zo snel😁Heb ik nog een 3 kwart jaar voordat ik de big 5 zie😂Moet ik alvast een coach aanvragen🤔😜Waar ben je de ereader vergeten?,0.474109047,0.493313918,0.336060601,joy
295,@USER @USER Joran van de Sloot.Rampenplan😖Ik vind het wel heel raar dat haar vriendin NU pas met dat verhaal naar buiten komt? Vader Joran wist ook meer,0.073962434,0.769462253,0.702440794,anger
296,"@USER Precies hier ook😞Met name omdat je die blik in zijn ogen zag... Leek op iets als ""Ik wil zo graag maar het kost zo verdomd veel energie..""",0.067522013,0.33865385,0.072325275,sadness
297,@USER @USER @USER Joooo mijn sneudar gaat keihard af😃jij en die koffiekut zijn een match!😂 😂 😜,0.485294587,0.856581603,0.803638516,anger
298,@USER Ja dat dan weer wel en van zure matten schijn je gaten in je tong te krijgen😳eet alleen maar ijs hier😏#betergatinmijnhand,0.578968713,0.635723637,0.762151325,anger
299,Paasmensen niet klagen he over koude Pasen😆In 2013 was het pas koud🖒 Koudste pasen sinds 1964 een feit @LINK,0.429940029,0.408286767,0.746333401,neutral
300,🖐🏽😝#dwdd Doordat #MichaelJackson verd8 was v #pedosexualiteit heeft zijn dood me behalve verdriet gedaan ook bevrijd😳Kon weer v hem houden🤨,0.432232367,0.407636908,0.383942697,anger
301,@USER Mr de bengels niet haha😉morgen terug buitendagjex,0.639377343,0.575261409,0.626838962,joy
302,@USER Hey John goedemorgen😜zonder wekkertje😂💋💋,0.678389454,0.484321338,0.380561971,neutral
303,@USER ; dus jou sportclub promoot een #verslaving🤔FIRST Athletes Energy Gum bevat 80 mg #cafeïne en voorziet je binnen 10 minuten van een langdurige energie boost extra focus en kracht. @LINK,0.321973772,0.467005238,0.601767027,anger
304,@USER Goedemorgen allerbeste Arend je bent weer terug😃fijne dag gewenst 👍☕️☕️☕️,0.618873769,0.407018564,0.452855536,joy
305,@USER Tot vanavond 😘 mag er weer bij zijn 🎉 #Hebmemaatjeweleenbeetjegemisthoor☺️tijd voor een dikke vette Bauer knuffel 😋😉🤗😜,0.873654571,0.950807259,0.628035271,joy
306,@USER wacht😅zat je op gt?,0.367386962,0.225307934,0.215445025,joy
307,De Hannie Schaft van de gemeente Bergen😉Wat een compliment: strijdbaar ben ik zeker wel met honing niet met azijn! @LINK,0.877507633,0.275041951,0.730680831,joy
308,@USER Ik lees tussen de bedrijven door wel veel van jouw tweets😉jij bent goed bezig hoor👍,0.674525302,0.439691533,0.365682419,joy
309,@USER Jazeker. Ze was binnen 2 minuten weer weg😊ik ben nu koffie aan het drinken was erg interessant en mooi de kerk,0.810374543,0.42313208,0.754893896,joy
310,Verwijder me dan maar van de prive insta zodat ik jullie fototjes niet zie🙄zielig en belachelijk is dat sorry,0.079143306,0.542649921,0.349616775,anger
311,Mattie &amp; Wietze houden tot dusver hun mond. Dat moet wel Sky Radio worden dan🙄@LINK @USER,0.278663617,0.210931277,0.561939555,anger
312,@USER Ikuhhh😏als jij een ananas voor me hebt🍍dan doe ik mee😏,0.594931344,0.655429149,0.75834647,joy
313,Moggu @USER leuk dat je me trug volgt😊mijn tweets niet altijd serieus nementweet veel onzin soms vrouw&amp; schoonmoeders onvriendelijk😂,0.672038697,0.547098713,0.541969599,joy
314,Net op een grote hondenuitlaatveld (omheind) geweest ligt er bij t bankje grote berg afval😢verdomme aan toe waar zijn sommigen mee bezig,0.246803119,0.684828816,0.236357721,anger
315,@USER Gebruik ze allebei alleen merk ik dat ik Keep de laatste tijd sneller open😉Ook door gebruik van Gmail en Google Agenda.,0.466335749,0.248379723,0.460686506,neutral
316,@USER ga je nu al slapen😂oke ma jajoe 💋,0.527534919,0.472341078,0.543522758,neutral
317,@USER Mooie scène dit(foto).Had ik wel even ‘n brok in mn keel😢Ik ben kritisch😉Maar ik vind dat deze serie zeker de moeite waard is om te kijken👍🏻,0.405659608,0.417617517,0.564353835,joy
318,Ondanks weinig beweging op beurzen stijgen onze A-rating systemen indrukwekkend. @LINK vandaag @LINK,0.598541148,0.36946741,0.501532064,neutral
319,@USER @USER zou er niet op gokken😉stem verstandig,0.457434179,0.229443793,0.691750399,neutral
320,@USER @USER deal😉ben wel niet de excuustruus hé! Als ze mij uitnodigen moeten ze dit niet doen omdat ze het moeten hé😆😬,0.53182178,0.754696097,0.52776935,fear
321,@USER wie niet luisteren wil moet voelen😉ik snap het niet je gaat ook niet in de supermarkt pakt een brood en gaat zonder betalen weg😒,0.261412298,0.425685347,0.629841687,anger
322,@USER 😍 toppie!!! Ik ben dol op geurstokjes😚heerlijk ; -),0.684141917,0.807319284,0.489563521,joy
323,@USER @USER Geniet er een beetje van😉het meeste is allemaal siervuurwerk. Schitterend.,0.797744907,0.328684935,0.383117697,joy
324,Almost😊weekend  Kippensoep op donderdag @LINK,0.521456871,0.290019895,0.340393927,neutral
325,Tijd om de zaal in te gaan maar eerst nog een gezellig zaterdag met mooi weer☺️Het terras is er ook klaar voor @USER @LINK,0.5193679,0.229891719,0.48668263,joy
326,Schitterende tocht van Lions voor kankeronderzoek gefietst. 1e uur Paulaner-probleem😜@LINK @LINK,0.954040291,0.458987701,0.668531718,joy
327,@USER @USER ik moet gwn altijd kakken tis nie dak altijd honger heb😂en ik ben nie verslaafd ik heb het alln nodig hihi,0.523978739,0.806213879,0.612365983,joy
328,hee☺✨ welke boeken lees je het liefst?📚 // welke sport… — Heyy☺️Geen😂Ik fiets doordeweeks elke dag naar school😏… @LINK,0.62172033,0.274538294,0.350691561,neutral
329,@USER @USER Ik weet dat het in Wolfheze al jaren zo is😖Ede ook klachten over gehoordvolgens mij is het beleid (bestuur)gewoon niet goed,0.183758764,0.581395396,0.503154017,fear
330,@USER Nee Ikke zelf ni ma m'n lief wel😊ja op 5s is hij zot traag en op de 7 nog steeds problemen zegt hij dusj,0.46538253,0.532052731,0.466374136,anger
331,@USER Top😊Tot morgen dan in Zandvoort👍🏻🏎,0.693593798,0.520757094,0.549390442,joy
332,@USER @USER dat vind ik ook😍fijne avond nog jullie:)),0.674745092,0.328419393,0.460986388,joy
333,@USER Haha rekel! Ik ben flabbergastedzo'n lange tweet heb ik nog nooit gehad van jou😀Dank en welterusten Hugo😴en morgen gezond weer op🍀,0.673354458,0.571701607,0.504217352,joy
334,Ongelofelijk veel zin er in vandaag😀op de polaris #loodswezen  #Wereldhavendagen,0.808963207,0.528345004,0.58309011,joy
335,Waarom moet ik van mezelf in 2 apps met @USER praten? IK WEET HET NIET😂BUT I LOVE YOU😘,0.69265982,0.955308853,0.538011396,love
336,@USER Ah wat rot zeg😫komt misschien door het rare weer.. ben zelf ook verkouden aan het worden haha beterschap!,0.271946972,0.630186171,0.355857882,neutral
337,@USER Fantastisch!! Mooie finale😁mooie overwinning💪👍👍toppie#nkwielrennen🇳🇱,0.961017763,0.88943717,0.774572822,joy
338,@USER @USER @USER yess😅heerlijk stuk vlees op de bbq Anja😊,0.851735403,0.750900698,0.7051416,joy
339,@USER @USER Mag zelf nog niet. Geen 50🤔Wel een thuiswedstrijd. Werk in Utrecht😁,0.252412368,0.372447295,0.280037545,neutral
340,Eindelijk Mirror Mirror zelf aanschouwen😀En daarna de laatste restaurantshift alweer #ConnyJanssenDanst #vrijwilliger,0.77916331,0.363499727,0.58984847,joy
341,@USER En gelijk heeft hij... Wat een zeikland zijn we aan  het worden😠alleen  maar kritiek op alles en iedereen bah bah! Fijne kerst alle zeikstralen van internet 🌲,0.26781005,0.798373161,0.722586808,anger
342,Je moeder op kamersbij jou☺️zij doet het❤️   @USER @LINK,0.714079796,0.078930171,0.489392473,love
343,They be sleeping on me bruh😤ze stemden liever voor fking Marie met de dode tweets :/ @LINK,0.214800181,0.628141694,0.400351863,anger
344,@USER Dat laatste is te zien🙄hoe lang duurt de tocht? #zeeziek,0.312581225,0.30755389,0.417562265,fear
345,@USER Goedemorgen Corry droog is het wel hier nog niet geregend de afgelopen weken😧fijn weekend voor jullie😘🌼🌻🐾,0.548291791,0.354357423,0.305740779,joy
346,@USER ik you want😏HAHAHA,0.626626053,0.95379108,0.659138062,joy
347,vreselijk. Zo jong😢sterkte voor de nabestaande. @LINK,0.145482923,0.460931931,0.22732798,sadness
348,goffer als ik die tetten voorbij zie komen in tl dan krijg je toch acuut pijn aan de knieën😱ze #hangentotdenavel blijmetmnbescheidentetten😂😱,0.360823127,0.620145807,0.587420496,fear
349,Ghahaha😂als ik maar zo een antwoord kon geven😩maar jammer genoeg kan dat niet anders is het staande 1😧 @LINK,0.251797712,0.792375267,0.362896064,sadness
350,@USER Poeeeee🤔Daar vraag je wat.Eric clapton ?,0.486603427,0.275545994,0.2312736,neutral
351,@USER Ja😆en wat zijn er schitterende plaatjes voorbij gekomen hè?  Jullie gaan ook verhuizen toch? Of vergis ik mij😐,0.629662395,0.505916504,0.438048178,joy
352,@USER @USER @USER @USER als een domme Donald regeren over stadse natuur😉klopt wel aardig👍emotie 😬,0.374828644,0.338747976,0.809566406,anger
353,@USER @USER wij worden dan weer niet uitgenodigd!😜Idd niet druk om maken Way😘Geef ons dan maar aandacht!😂Veel plezier vanavond ❤️,0.661593865,0.632938581,0.662829482,love
354,Enige wat we straks nog nodig hebben: Tinder &amp; een lampje. Maakbaarheid vd liefde😢@LINK #monogamieforever,0.343507086,0.153202997,0.3200131,sadness
355,@USER Oei😕als er iets is stuur maar ❤️❤️,0.205257159,0.264240122,0.294690154,sadness
356,Tja....daar zitten we dan🙄maar hopen dat het morgen beter… @LINK,0.281245306,0.16285531,0.06642223,sadness
357,@USER als t kind wel chemo wilde n de ouders niet dan waren ze als slechte ouders neer gezet😔echt snap er ook niks van😔😶😯we leven in n RareWereld,0.133700839,0.444831081,0.172584488,sadness
358,@USER Hier ook😊maar ik mis wel het zonnetje😯,0.59084775,0.322815546,0.404667552,joy
359,Dus wie wil mijn taxi zijn cuz niemand wil mij om 5 halen ookal woon ik twee straten verder😑Guess zie je volgend jaar pas weer boys😢😢 @LINK,0.181904087,0.501926857,0.134698054,sadness
360,@USER Texel (in Nederland) is echt geweldig! Een aanrader😊niet ver rijden maar toch als het mooi weer is is het daar geweldig🌞,0.706364037,0.521359758,0.628316525,joy
361,@USER had je je slee mee😂die foto mis ik nou net,0.656938482,0.631954271,0.674727404,neutral
362,Hoe cool zijn deze #dubblebuckle riemen😍In 2 maten en 2 kleuren €1250 Bestel ze online of kom naar Vught of Vlijmen @LINK,0.621616406,0.452846229,0.504753809,joy
363,@USER Volgende week ga ik het boek uitgebreid lezen.ben benieuwd! Kom erop terug😉Nu een weekje zonder neus in boeken. #wandelenindebergen,0.510513146,0.405398002,0.527270765,joy
364,#Codegeel😳niets van gemerkt.. of het zou de zeikregen moeten zijn van vandaag! 😟,0.294936506,0.631934578,0.392988137,anger
365,@USER @USER ben wandelaarfietserjogger en ja automobilist😖en ik aanvaard niet de modieuze demonisering v auto door groen @USER,0.162885179,0.610795595,0.725453015,anger
366,@USER @USER @USER @USER @USER @USER @USER @USER dat liedje te zingen/lib.mutual.vakantie😄2/2,0.757838527,0.5948687,0.487069851,neutral
367,PostNL reed weer door😂lig elke x dubbel om Kayla ouwe gluurder🙈😜 @LINK,0.956301656,0.825203357,0.513980842,joy
368,@USER @USER Morreguh als t  choco😂eitjes waren geweest dan waren jullie er op af gesprongen en Z Z weer ik niet ben geen puzzelaar maar een lieve man,0.315991495,0.447558269,0.659879947,sadness
369,Goedemorgen skatties mutsen leukers krapul en die wat ik niet heb begroet ook Gm😜fijne dag 💋 @LINK,0.705505691,0.626746948,0.484178174,love
370,Bijzonder toch weer😊t zijn de kleine dingen die het verschil maken @USER @LINK,0.624574947,0.322731969,0.498238372,joy
371,@USER Zo kun je het ook zien😊En wat doe jij dan in Utrecht?,0.51886815,0.263939949,0.312800492,neutral
372,Hoe raar ik ook ben.hij gaat gewoon door met kankeren😭tot ik er bij neerga..boeie...ben toch geen moer waard.kzooi.Fleven😦,0.067121803,0.547692193,0.071620328,sadness
373,Welterusten iederen doe hier het licht uit😴@LINK,0.545552992,0.063977299,0.455018967,neutral
374,@USER  whahaha😂wrm doe ik dit?,0.66610643,0.703197001,0.529038572,joy
375,#SummerSale is gestart: #1juli Z🙃MER #opruiming van oa WILD en Sturdy Kom langs in onze winkel op #Texel 👍 @LINK,0.479136655,0.297714041,0.381422877,neutral
376,@USER Mooi schilderij😊fijne avond Bertien🌹,0.688571017,0.333174789,0.510472404,neutral
377,@USER @USER @USER @USER ik had niet anders  verwacht😊kan die vragen  ook gewoon los stellen  als u dat wilt?,0.404183039,0.15464408,0.885083644,neutral
